# Timestep Y UX UY RHO
# Timestep: 0
0 0 0 0 1
0 1 4.6015e-06 0 1
0 2 4.6015e-06 0 1
0 3 4.6015e-06 0 1
0 4 0 0 1

# Timestep: 100
100 0 0 0 1
100 1 9.29195e-05 1.04083e-17 1
100 2 0.000138917 3.1225e-17 1
100 3 9.29195e-05 -1.38778e-17 1
100 4 0 0 1

# Timestep: 200
200 0 0 0 1
200 1 9.29503e-05 1.00614e-16 1
200 2 0.000138965 -4.51028e-17 1
200 3 9.29503e-05 -2.77556e-17 1
200 4 0 0 1

# Timestep: 300
300 0 0 0 1
300 1 9.29503e-05 3.46945e-18 1
300 2 0.000138965 -3.46945e-18 1
300 3 9.29503e-05 -2.08167e-17 1
300 4 0 0 1

# Timestep: 15000
15000 0 0 0 1
15000 1 9.29503e-05 3.46945e-18 1
15000 2 0.000138965 -3.46945e-18 1
15000 3 9.29503e-05 -2.08167e-17 1
15000 4 0 0 1

