0 1 0 0 0.111111 0.111111 0.111111
1 1 0 0 0.527778 0.111111 0.00694444
2 1 0 0 0.423611 0.111111 0.0329861
3 1 0 0 0.449653 0.111111 0.0264757
4 1 0 0 0.443142 0.111111 0.0281033
5 1 0 0 0.44477 0.111111 0.0276964
6 1 0 0 0.444363 0.111111 0.0277981
7 1 0 0 0.444465 0.111111 0.0277727
8 1 0 0 0.444439 0.111111 0.027779
9 1 0 0 0.444446 0.111111 0.0277775
10 1 0 0 0.444444 0.111111 0.0277779
11 1 0 0 0.444445 0.111111 0.0277778
12 1 0 0 0.444444 0.111111 0.0277778
13 1 0 0 0.444444 0.111111 0.0277778
14 1 0 0 0.444444 0.111111 0.0277778
15 1 0 0 0.444444 0.111111 0.0277778
16 1 0 0 0.444444 0.111111 0.0277778
17 1 0 0 0.444444 0.111111 0.0277778
18 1 0 0 0.444444 0.111111 0.0277778
19 1 0 0 0.444444 0.111111 0.0277778
20 1 0 0 0.444444 0.111111 0.0277778
