# Timestep RelativeVelocityChange
0 1.000000e+00
100 5.577697e-03
200 1.420462e-03
300 4.469165e-04
400 1.488213e-04
500 5.045898e-05
600 1.721188e-05
700 5.883098e-06
800 2.012273e-06
900 6.884481e-07
1000 2.355543e-07
1100 8.059777e-08
1200 2.757776e-08
1300 9.436199e-09
1400 3.228750e-09
1500 1.104763e-09
1600 3.780062e-10
1700 1.293673e-10
1800 4.427893e-11
