0.0125	0.0383516907281571	1.3877787807814616e-14	3.0	1.0
0.0375	0.10304881378086372	-1.0755285551056326e-13	3.0	1.0
0.0625	0.16302658152111354	1.387778780781462e-14	3.0	1.0
0.0875	0.21847016043172682	-1.7694179454963634e-13	3.0	1.0
0.1125	0.26956183493681773	-7.979727989493405e-14	3.0	1.0
0.1375	0.31647988028290275	-2.775557561562923e-13	3.0	1.0
0.1625	0.35939746088161123	-1.353084311261925e-13	3.0	1.0
0.1875	0.39848156104558774	-3.053113317719216e-13	3.0	1.0
0.2125	0.43389195480065096	-1.7347234759768268e-13	3.0	1.0
0.2375	0.4657802211640522	-2.949029909160606e-13	3.0	1.0
0.2625	0.49428881093995436	-1.8041124150159003e-13	3.0	1.0
0.2875	0.5195501707132686	-3.400058012914582e-13	3.0	1.0
0.3125	0.5416859293171633	-2.3939183968480216e-13	3.0	1.0
0.3375	0.5608061516231958	-3.330669073875509e-13	3.0	1.0
0.3625	0.5770086640502687	-1.2490009027033157e-13	3.0	1.0
0.3875	0.5903784557255143	-1.7000290064572906e-13	3.0	1.0
0.4125	0.600987158751432	-4.163336342344386e-14	3.0	1.0
0.4375	0.6088926105491413	-3.81639164714902e-14	3.0	1.0
0.4625	0.6141385007550966	1.3877787807814618e-13	3.0	1.0
0.4875	0.6167541046569913	1.1102230246251695e-13	3.0	1.0
0.5125	0.6167541046570088	2.393918396848022e-13	3.0	1.0
0.5375	0.614138500755055	2.4980018054066315e-13	3.0	1.0
0.5625	0.6088926105491483	3.747002708109947e-13	3.0	1.0
0.5875	0.6009871587514459	2.9143354396410697e-13	3.0	1.0
0.6125	0.5903784557254692	3.538835890992728e-13	3.0	1.0
0.6375	0.5770086640502308	2.91433543964107e-13	3.0	1.0
0.6625	0.5608061516231853	3.7123082385904106e-13	3.0	1.0
0.6875	0.5416859293171737	2.7408630920433865e-13	3.0	1.0
0.7125	0.519550170713279	3.1918911957973624e-13	3.0	1.0
0.7375	0.49428881093998556	2.0816681711721927e-13	3.0	1.0
0.7625	0.46578022116406265	2.8449465006019965e-13	3.0	1.0
0.7875	0.4338919548006614	1.8388068845354365e-13	3.0	1.0
0.8125	0.3984815610455843	2.567390744445704e-13	3.0	1.0
0.8375	0.35939746088161123	1.4571677198205346e-13	3.0	1.0
0.8625	0.31647988028290625	2.428612866367558e-13	3.0	1.0
0.8875	0.26956183493684893	9.714451465470231e-14	3.0	1.0
0.9125	0.21847016043180317	1.6306400674182173e-13	3.0	1.0
0.9375	0.16302658152115518	-2.775557561562924e-14	3.0	1.0
0.9625	0.10304881378087413	1.0755285551056326e-13	3.0	1.0
0.9875	0.03835169072816404	-1.734723475976827e-14	3.0	1.0
