0.05	0.05149343349453806	2.08166817117217e-14	3.0	1.0
0.15	0.11970327829951372	1.283695372222838e-13	3.0	1.0
0.25	0.14943909315876966	2.2898349882893874e-13	3.0	1.0
0.35	0.16015200395316048	2.5326962749261404e-13	3.0	1.0
0.45	0.1631285612430119	1.769417945496344e-13	3.0	1.0
0.55	0.16312856124306047	1.4918621893400549e-13	3.0	1.0
0.65	0.1601520039532472	3.8163916471489775e-14	3.0	1.0
0.75	0.14943909315874884	6.938893903907233e-14	3.0	1.0
0.85	0.11970327829948595	-3.469446951953616e-14	3.0	1.0
0.95	0.05149343349453806	1.283695372222838e-13	3.0	1.0
