0.05	0.1847999999999302	-5.724587470724382e-13	3.0	1.0
0.15	0.5047999999997985	7.806255641896886e-13	3.0	1.0
0.25	0.7447999999995775	-4.649058915618589e-13	3.0	1.0
0.35	0.9047999999994683	9.367506770276263e-13	3.0	1.0
0.45	0.9847999999993879	-6.210310043997967e-13	3.0	1.0
0.55	0.9847999999993151	5.793976409763468e-13	3.0	1.0
0.65	0.9047999999993643	-8.08381139805322e-13	3.0	1.0
0.75	0.7447999999995116	5.2388648974508e-13	3.0	1.0
0.85	0.5047999999996945	-7.771561172377344e-13	3.0	1.0
0.95	0.18479999999992328	5.863365348802549e-13	3.0	1.0
