# Timestep Y UX UY RHO
# Timestep: 0
0 0 0 0 1
0 1 4.6015e-06 0 1
0 2 4.6015e-06 0 1
0 3 4.6015e-06 0 1
0 4 4.6015e-06 0 1
0 5 4.6015e-06 0 1
0 6 4.6015e-06 0 1
0 7 4.6015e-06 0 1
0 8 4.6015e-06 0 1
0 9 4.6015e-06 0 1
0 10 0 0 1

# Timestep: 100
100 0 0 0 1
100 1 0.000219018 1.56125e-16 1
100 2 0.000432425 1.49186e-16 1
100 3 0.000575402 1.00614e-16 1
100 4 0.000657194 1.42247e-16 1
100 5 0.00068377 -6.245e-17 1
100 6 0.000657194 5.20417e-17 1
100 7 0.000575402 -3.81639e-17 1
100 8 0.000432425 -9.71445e-17 1
100 9 0.000219018 -1.94289e-16 1
100 10 0 0 1

# Timestep: 200
200 0 0 0 1
200 1 0.000281534 2.04697e-16 1
200 2 0.000566618 1.94289e-16 1
200 3 0.000767029 1.59595e-16 1
200 4 0.000885914 0 1
200 5 0.000925309 3.1225e-17 1
200 6 0.000885914 -6.93889e-17 1
200 7 0.000767029 -1.97758e-16 1
200 8 0.000566618 -2.87964e-16 1
200 9 0.000281534 -2.15106e-16 1
200 10 0 0 1

# Timestep: 300
300 0 0 0 1
300 1 0.000302825 2.74086e-16 1
300 2 0.000612322 2.08167e-16 1
300 3 0.000832293 2.28983e-16 1
300 4 0.000963813 -1.38778e-17 1
300 5 0.00100757 4.16334e-17 1
300 6 0.000963813 -1.07553e-16 1
300 7 0.000832293 -1.38778e-16 1
300 8 0.000612322 -2.32453e-16 1
300 9 0.000302825 -1.73472e-16 1
300 10 0 0 1

# Timestep: 400
400 0 0 0 1
400 1 0.000310077 1.14492e-16 1
400 2 0.000627888 1.56125e-16 1
400 3 0.000854522 1.42247e-16 1
400 4 0.000990344 6.93889e-18 1
400 5 0.00103559 -5.89806e-17 1
400 6 0.000990344 3.46945e-18 1
400 7 0.000854522 -1.52656e-16 1
400 8 0.000627888 -1.97758e-16 1
400 9 0.000310077 -1.249e-16 1
400 10 0 0 1

# Timestep: 500
500 0 0 0 1
500 1 0.000312547 1.76942e-16 1
500 2 0.000633189 1.17961e-16 1
500 3 0.000862092 1.04083e-16 1
500 4 0.00099938 -3.1225e-17 1
500 5 0.00104513 1.38778e-17 1
500 6 0.00099938 3.81639e-17 1
500 7 0.000862092 0 1
500 8 0.000633189 -2.39392e-16 1
500 9 0.000312547 -2.77556e-16 1
500 10 0 0 1

# Timestep: 600
600 0 0 0 1
600 1 0.000313388 1.63064e-16 1
600 2 0.000634995 8.67362e-17 1
600 3 0.000864671 1.07553e-16 1
600 4 0.00100246 4.16334e-17 1
600 5 0.00104838 -6.93889e-18 1
600 6 0.00100246 -6.59195e-17 1
600 7 0.000864671 -1.38778e-17 1
600 8 0.000634995 -4.85723e-17 1
600 9 0.000313388 -1.04083e-16 1
600 10 0 0 1

# Timestep: 700
700 0 0 0 1
700 1 0.000313674 1.63064e-16 1
700 2 0.00063561 1.21431e-16 1
700 3 0.000865549 1.42247e-16 1
700 4 0.00100351 1.31839e-16 1
700 5 0.00104949 1.9082e-16 1
700 6 0.00100351 9.71445e-17 1
700 7 0.000865549 -1.11022e-16 1
700 8 0.00063561 -1.52656e-16 1
700 9 0.000313674 -1.80411e-16 1
700 10 0 0 1

# Timestep: 800
800 0 0 0 1
800 1 0.000313772 1.76942e-16 1
800 2 0.000635819 1.56125e-16 1
800 3 0.000865848 1.52656e-16 1
800 4 0.00100386 1.83881e-16 1
800 5 0.00104987 1.9082e-16 1
800 6 0.00100386 3.1225e-17 1
800 7 0.000865848 -7.28584e-17 1
800 8 0.000635819 -1.2837e-16 1
800 9 0.000313772 -1.11022e-16 1
800 10 0 0 1

# Timestep: 900
900 0 0 0 1
900 1 0.000313805 1.45717e-16 1
900 2 0.00063589 1.49186e-16 1
900 3 0.00086595 9.36751e-17 1
900 4 0.00100398 1.38778e-16 1
900 5 0.00105 -1.45717e-16 1
900 6 0.00100398 -1.31839e-16 1
900 7 0.00086595 -1.76942e-16 1
900 8 0.00063589 -1.63064e-16 1
900 9 0.000313805 -1.66533e-16 1
900 10 0 0 1

# Timestep: 1000
1000 0 0 0 1
1000 1 0.000313816 2.87964e-16 1
1000 2 0.000635915 4.19803e-16 1
1000 3 0.000865984 4.23273e-16 1
1000 4 0.00100403 2.74086e-16 1
1000 5 0.00105004 1.42247e-16 1
1000 6 0.00100403 -1.73472e-16 1
1000 7 0.000865984 -4.16334e-16 1
1000 8 0.000635915 -4.85723e-16 1
1000 9 0.000313816 -2.77556e-16 1
1000 10 0 0 1

# Timestep: 1100
1100 0 0 0 1
1100 1 0.00031382 2.70617e-16 1
1100 2 0.000635923 2.60209e-16 1
1100 3 0.000865996 0 1
1100 4 0.00100404 1.04083e-16 1
1100 5 0.00105005 3.46945e-17 1
1100 6 0.00100404 1.249e-16 1
1100 7 0.000865996 2.08167e-17 1
1100 8 0.000635923 -6.245e-17 1
1100 9 0.00031382 -1.8735e-16 1
1100 10 0 0 1

# Timestep: 1200
1200 0 0 0 1
1200 1 0.000313822 8.67362e-17 1
1200 2 0.000635926 9.71445e-17 1
1200 3 0.000866 1.14492e-16 1
1200 4 0.00100404 1.249e-16 1
1200 5 0.00105006 9.71445e-17 1
1200 6 0.00100404 1.38778e-17 1
1200 7 0.000866 -1.38778e-17 1
1200 8 0.000635926 -8.32667e-17 1
1200 9 0.000313822 -1.249e-16 1
1200 10 0 0 1

# Timestep: 1300
1300 0 0 0 1
1300 1 0.000313822 1.2837e-16 1
1300 2 0.000635927 4.51028e-17 1
1300 3 0.000866002 3.1225e-17 1
1300 4 0.00100405 7.63278e-17 1
1300 5 0.00105006 -2.42861e-17 1
1300 6 0.00100405 -3.81639e-17 1
1300 7 0.000866002 -1.63064e-16 1
1300 8 0.000635927 -1.38778e-16 1
1300 9 0.000313822 -2.01228e-16 1
1300 10 0 0 1

# Timestep: 1400
1400 0 0 0 1
1400 1 0.000313822 1.249e-16 1
1400 2 0.000635927 1.35308e-16 1
1400 3 0.000866002 1.73472e-17 1
1400 4 0.00100405 -1.04083e-17 1
1400 5 0.00105006 -6.59195e-17 1
1400 6 0.00100405 -8.32667e-17 1
1400 7 0.000866002 -2.25514e-16 1
1400 8 0.000635927 -1.35308e-16 1
1400 9 0.000313822 -1.94289e-16 1
1400 10 0 0 1

# Timestep: 1500
1500 0 0 0 1
1500 1 0.000313822 2.22045e-16 1
1500 2 0.000635927 1.59595e-16 1
1500 3 0.000866002 1.63064e-16 1
1500 4 0.00100405 4.16334e-17 1
1500 5 0.00105006 2.77556e-17 1
1500 6 0.00100405 -1.66533e-16 1
1500 7 0.000866002 -1.35308e-16 1
1500 8 0.000635927 -1.70003e-16 1
1500 9 0.000313822 -1.45717e-16 1
1500 10 0 0 1

# Timestep: 1600
1600 0 0 0 1
1600 1 0.000313822 2.39392e-16 1
1600 2 0.000635927 1.73472e-16 1
1600 3 0.000866002 1.56125e-16 1
1600 4 0.00100405 -4.51028e-17 1
1600 5 0.00105006 -1.73472e-17 1
1600 6 0.00100405 -1.94289e-16 1
1600 7 0.000866002 -2.32453e-16 1
1600 8 0.000635927 -3.22659e-16 1
1600 9 0.000313822 -2.42861e-16 1
1600 10 0 0 1

# Timestep: 1700
1700 0 0 0 1
1700 1 0.000313822 1.38778e-16 1
1700 2 0.000635927 6.59195e-17 1
1700 3 0.000866002 9.71445e-17 1
1700 4 0.00100405 7.97973e-17 1
1700 5 0.00105006 1.04083e-17 1
1700 6 0.00100405 -1.56125e-16 1
1700 7 0.000866002 -1.00614e-16 1
1700 8 0.000635927 -1.14492e-16 1
1700 9 0.000313822 -1.80411e-16 1
1700 10 0 0 1

# Timestep: 1800
1800 0 0 0 1
1800 1 0.000313822 1.52656e-16 1
1800 2 0.000635927 1.70003e-16 1
1800 3 0.000866002 1.11022e-16 1
1800 4 0.00100405 3.46945e-17 1
1800 5 0.00105006 1.04083e-17 1
1800 6 0.00100405 -5.55112e-17 1
1800 7 0.000866002 -1.249e-16 1
1800 8 0.000635927 -1.70003e-16 1
1800 9 0.000313822 -1.52656e-16 1
1800 10 0 0 1

# Timestep: 15000
15000 0 0 0 1
15000 1 0.000313822 1.52656e-16 1
15000 2 0.000635927 1.70003e-16 1
15000 3 0.000866002 1.11022e-16 1
15000 4 0.00100405 3.46945e-17 1
15000 5 0.00105006 1.04083e-17 1
15000 6 0.00100405 -5.55112e-17 1
15000 7 0.000866002 -1.249e-16 1
15000 8 0.000635927 -1.70003e-16 1
15000 9 0.000313822 -1.52656e-16 1
15000 10 0 0 1

