# Timestep Y UX UY RHO
# Timestep: 0
500 31 0.00348972 -8.46545e-16 1
500 32 0.00323908 -7.21645e-16 1
500 33 0.00294248 -8.36137e-16 1
500 34 0.00259397 -7.77156e-16 1
500 35 0.00218719 -1.0339e-15 1
500 36 0.00171551 -9.4369e-16 1
500 37 0.001172 -1.09288e-15 1
500 38 0.000549544 -1.19349e-15 1
500 39 0 0 1

# Timestep: 600
600 0 0 0 1
600 1 0.00060533 1.15533e-15 1
600 2 0.00129701 1.079e-15 1
600 3 0.00190858 9.4022e-16 1
600 4 0.00244656 1.06165e-15 1
600 5 0.00291729 7.77156e-16 1
600 6 0.0033269 8.95117e-16 1
600 7 0.00368128 6.31439e-16 1
600 8 0.00398601 8.18789e-16 1
600 9 0.00424633 6.17562e-16 1
600 10 0.00446712 6.41848e-16 1
600 11 0.00465286 4.996e-16 1
600 12 0.00480763 3.7817e-16 1
600 13 0.00493505 4.33681e-16 1
600 14 0.00503831 3.08781e-16 1
600 15 0.00512018 2.91434e-16 1
600 16 0.00518292 1.56125e-16 1
600 17 0.00522837 1.38778e-16 1
600 18 0.00525791 -1.38778e-17 1
600 19 0.00527246 2.77556e-17 1
600 20 0.00527246 -1.00614e-16 1
600 21 0.00525791 -7.28584e-17 1
600 22 0.00522837 -1.2837e-16 1
600 23 0.00518292 -2.18575e-16 1
600 24 0.00512018 -2.98372e-16 1
600 25 0.00503831 -3.71231e-16 1
600 26 0.00493505 -4.61436e-16 1
600 27 0.00480763 -3.88578e-16 1
600 28 0.00465286 -5.37764e-16 1
600 29 0.00446712 -5.20417e-16 1
600 30 0.00424633 -5.27356e-16 1
600 31 0.00398601 -6.14092e-16 1
600 32 0.00368128 -7.45931e-16 1
600 33 0.0033269 -7.91034e-16 1
600 34 0.00291729 -8.7777e-16 1
600 35 0.00244656 -1.02002e-15 1
600 36 0.00190858 -9.67976e-16 1
600 37 0.00129701 -1.12757e-15 1
600 38 0.00060533 -1.1241e-15 1
600 39 0 0 1

# Timestep: 700
700 0 0 0 1
700 1 0.000656432 1.14145e-15 1
700 2 0.00141158 1.14145e-15 1
700 3 0.00208568 1.01655e-15 1
700 4 0.00268474 1.13104e-15 1
700 5 0.00321464 8.95117e-16 1
700 6 0.00368105 8.91648e-16 1
700 7 0.00408947 6.62664e-16 1
700 8 0.00444511 6.80012e-16 1
700 9 0.00475291 6.2797e-16 1
700 10 0.00501746 7.11237e-16 1
700 11 0.00524303 5.48173e-16 1
700 12 0.00543352 6.03684e-16 1
700 13 0.0055924 4.996e-16 1
700 14 0.00572278 4.85723e-16 1
700 15 0.00582731 3.53884e-16 1
700 16 0.00590824 4.05925e-16 1
700 17 0.00596735 3.05311e-16 1
700 18 0.00600601 2.46331e-16 1
700 19 0.00602511 2.08167e-17 1
700 20 0.00602511 4.16334e-17 1
700 21 0.00600601 -9.36751e-17 1
700 22 0.00596735 -1.70003e-16 1
700 23 0.00590824 -2.498e-16 1
700 24 0.00582731 -3.22659e-16 1
700 25 0.00572278 -3.05311e-16 1
700 26 0.0055924 -5.06539e-16 1
700 27 0.00543352 -4.54498e-16 1
700 28 0.00524303 -5.37764e-16 1
700 29 0.00501746 -4.71845e-16 1
700 30 0.00475291 -5.89806e-16 1
700 31 0.00444511 -6.97359e-16 1
700 32 0.00408947 -7.32053e-16 1
700 33 0.00368105 -8.22259e-16 1
700 34 0.00321464 -9.02056e-16 1
700 35 0.00268474 -1.01655e-15 1
700 36 0.00208568 -1.00961e-15 1
700 37 0.00141158 -1.0443e-15 1
700 38 0.000656432 -1.16573e-15 1
700 39 0 0 1

# Timestep: 800
800 0 0 0 1
800 1 0.000703652 1.1588e-15 1
800 2 0.00151747 1.23859e-15 1
800 3 0.00224945 1.05471e-15 1
800 4 0.00290516 1.09288e-15 1
800 5 0.00349004 9.05526e-16 1
800 6 0.00400942 9.33281e-16 1
800 7 0.00446839 7.63278e-16 1
800 8 0.00487184 7.49401e-16 1
800 9 0.0052244 5.30825e-16 1
800 10 0.0055304 5.16948e-16 1
800 11 0.00579386 5.51642e-16 1
800 12 0.00601848 4.85723e-16 1
800 13 0.00620756 4.61436e-16 1
800 14 0.00636406 4.82253e-16 1
800 15 0.00649052 2.42861e-16 1
800 16 0.00658909 2.81025e-16 1
800 17 0.0066615 1.35308e-16 1
800 18 0.00670905 1.70003e-16 1
800 19 0.0067326 3.46945e-18 1
800 20 0.0067326 6.59195e-17 1
800 21 0.00670905 -1.04083e-17 1
800 22 0.0066615 -4.51028e-17 1
800 23 0.00658909 -2.04697e-16 1
800 24 0.00649052 -2.22045e-16 1
800 25 0.00636406 -2.22045e-16 1
800 26 0.00620756 -2.91434e-16 1
800 27 0.00601848 -4.68375e-16 1
800 28 0.00579386 -6.55725e-16 1
800 29 0.0055304 -6.9042e-16 1
800 30 0.0052244 -6.41848e-16 1
800 31 0.00487184 -6.45317e-16 1
800 32 0.00446839 -7.11237e-16 1
800 33 0.00400942 -9.02056e-16 1
800 34 0.00349004 -9.64506e-16 1
800 35 0.00290516 -9.64506e-16 1
800 36 0.00224945 -1.05124e-15 1
800 37 0.00151747 -1.05818e-15 1
800 38 0.000703652 -1.11022e-15 1
800 39 0 0 1

# Timestep: 900
900 0 0 0 1
900 1 0.000747511 1.21084e-15 1
900 2 0.00161585 1.20043e-15 1
900 3 0.00240164 1.08247e-15 1
900 4 0.00311006 8.91648e-16 1
900 5 0.00374622 8.91648e-16 1
900 6 0.00431504 9.12465e-16 1
900 7 0.00482131 7.56339e-16 1
900 8 0.00526959 7.97973e-16 1
900 9 0.00566422 6.69603e-16 1
900 10 0.00600928 8.04912e-16 1
900 11 0.00630855 5.68989e-16 1
900 12 0.00656549 6.52256e-16 1
900 13 0.00678325 5.30825e-16 1
900 14 0.00696461 4.54498e-16 1
900 15 0.00711199 2.84495e-16 1
900 16 0.00722742 4.02456e-16 1
900 17 0.00731255 2.01228e-16 1
900 18 0.00736861 1.70003e-16 1
900 19 0.00739643 9.02056e-17 1
900 20 0.00739643 5.89806e-17 1
900 21 0.00736861 -1.17961e-16 1
900 22 0.00731255 -6.59195e-17 1
900 23 0.00722742 -2.42861e-16 1
900 24 0.00711199 -2.63678e-16 1
900 25 0.00696461 -3.01842e-16 1
900 26 0.00678325 -3.08781e-16 1
900 27 0.00656549 -2.498e-16 1
900 28 0.00630855 -5.27356e-16 1
900 29 0.00600928 -5.16948e-16 1
900 30 0.00566422 -6.76542e-16 1
900 31 0.00526959 -6.48787e-16 1
900 32 0.00482131 -6.97359e-16 1
900 33 0.00431504 -7.18176e-16 1
900 34 0.00374622 -8.53484e-16 1
900 35 0.00311006 -9.05526e-16 1
900 36 0.00240164 -9.85323e-16 1
900 37 0.00161585 -1.09288e-15 1
900 38 0.000747511 -1.15186e-15 1
900 39 0 0 1

# Timestep: 1000
1000 0 0 0 1
1000 1 0.000788375 1.16226e-15 1
1000 2 0.00170751 1.10328e-15 1
1000 3 0.00254347 1.07553e-15 1
1000 4 0.00330108 1.0339e-15 1
1000 5 0.00398509 9.4022e-16 1
1000 6 0.00460013 9.92262e-16 1
1000 7 0.00515066 7.59809e-16 1
1000 8 0.00564095 9.47159e-16 1
1000 9 0.00607506 6.83481e-16 1
1000 10 0.00645682 7.94503e-16 1
1000 11 0.00678978 5.55112e-16 1
1000 12 0.00707719 6.10623e-16 1
1000 13 0.00732202 4.54498e-16 1
1000 14 0.00752687 5.82867e-16 1
1000 15 0.00769404 4.30211e-16 1
1000 16 0.00782544 3.92048e-16 1
1000 17 0.00792263 2.42861e-16 1
1000 18 0.00798676 2.18575e-16 1
1000 19 0.00801863 1.11022e-16 1
1000 20 0.00801863 4.16334e-17 1
1000 21 0.00798676 -1.49186e-16 1
1000 22 0.00792263 -4.16334e-17 1
1000 23 0.00782544 -1.38778e-16 1
1000 24 0.00769404 -1.42247e-16 1
1000 25 0.00752687 -3.67761e-16 1
1000 26 0.00732202 -2.98372e-16 1
1000 27 0.00707719 -5.0307e-16 1
1000 28 0.00678978 -4.54498e-16 1
1000 29 0.00645682 -5.96745e-16 1
1000 30 0.00607506 -4.44089e-16 1
1000 31 0.00564095 -7.11237e-16 1
1000 32 0.00515066 -6.48787e-16 1
1000 33 0.00460013 -8.74301e-16 1
1000 34 0.00398509 -8.18789e-16 1
1000 35 0.00330108 -9.85323e-16 1
1000 36 0.00254347 -9.22873e-16 1
1000 37 0.00170751 -1.11369e-15 1
1000 38 0.000788375 -1.10328e-15 1
1000 39 0 0 1

# Timestep: 1100
1100 0 0 0 1
1100 1 0.000826519 1.08247e-15 1
1100 2 0.00179308 1.15186e-15 1
1100 3 0.00267588 1.08594e-15 1
1100 4 0.00347943 9.81853e-16 1
1100 5 0.00420818 9.47159e-16 1
1100 6 0.00486643 9.33281e-16 1
1100 7 0.00545837 8.70831e-16 1
1100 8 0.005988 8.70831e-16 1
1100 9 0.00645912 7.21645e-16 1
1100 10 0.00687531 8.22259e-16 1
1100 11 0.0072399 5.48173e-16 1
1100 12 0.00755595 5.58581e-16 1
1100 13 0.00782623 3.81639e-16 1
1100 14 0.0080532 3.53884e-16 1
1100 15 0.00823901 3.29597e-16 1
1100 16 0.00838546 3.40006e-16 1
1100 17 0.00849401 2.77556e-16 1
1100 18 0.00856576 2.91434e-16 1
1100 19 0.00860146 5.55112e-17 1
1100 20 0.00860146 1.94289e-16 1
1100 21 0.00856576 -1.8735e-16 1
1100 22 0.00849401 -1.11022e-16 1
1100 23 0.00838546 -4.05925e-16 1
1100 24 0.00823901 -1.66533e-16 1
1100 25 0.0080532 -2.98372e-16 1
1100 26 0.00782623 -2.08167e-16 1
1100 27 0.00755595 -4.09395e-16 1
1100 28 0.0072399 -3.98986e-16 1
1100 29 0.00687531 -5.89806e-16 1
1100 30 0.00645912 -5.72459e-16 1
1100 31 0.005988 -8.29198e-16 1
1100 32 0.00545837 -6.17562e-16 1
1100 33 0.00486643 -8.60423e-16 1
1100 34 0.00420818 -7.42462e-16 1
1100 35 0.00347943 -9.64506e-16 1
1100 36 0.00267588 -1.01655e-15 1
1100 37 0.00179308 -1.09981e-15 1
1100 38 0.000826519 -1.13104e-15 1
1100 39 0 0 1

# Timestep: 1200
1200 0 0 0 1
1200 1 0.000862161 1.06512e-15 1
1200 2 0.00187305 1.00267e-15 1
1200 3 0.00279962 9.78384e-16 1
1200 4 0.00364612 1.08594e-15 1
1200 5 0.00441669 8.63892e-16 1
1200 6 0.00511538 8.36137e-16 1
1200 7 0.00574607 7.70217e-16 1
1200 8 0.00631254 8.18789e-16 1
1200 9 0.00681832 6.69603e-16 1
1200 10 0.00726678 6.31439e-16 1
1200 11 0.00766103 4.92661e-16 1
1200 12 0.00800394 5.10009e-16 1
1200 13 0.00829811 4.16334e-16 1
1200 14 0.00854585 4.4062e-16 1
1200 15 0.00874917 2.74086e-16 1
1200 16 0.00890976 2.91434e-16 1
1200 17 0.009029 2.25514e-16 1
1200 18 0.00910791 1.38778e-16 1
1200 19 0.00914719 3.81639e-17 1
1200 20 0.00914719 6.59195e-17 1
1200 21 0.00910791 -7.28584e-17 1
1200 22 0.009029 1.38778e-17 1
1200 23 0.00890976 -1.07553e-16 1
1200 24 0.00874917 -2.08167e-17 1
1200 25 0.00854585 -2.498e-16 1
1200 26 0.00829811 -3.08781e-16 1
1200 27 0.00800394 -3.98986e-16 1
1200 28 0.00766103 -4.61436e-16 1
1200 29 0.00726678 -6.73073e-16 1
1200 30 0.00681832 -4.78784e-16 1
1200 31 0.00631254 -6.76542e-16 1
1200 32 0.00574607 -6.34909e-16 1
1200 33 0.00511538 -8.98587e-16 1
1200 34 0.00441669 -8.1532e-16 1
1200 35 0.00364612 -1.11716e-15 1
1200 36 0.00279962 -9.85323e-16 1
1200 37 0.00187305 -1.09288e-15 1
1200 38 0.000862161 -1.10328e-15 1
1200 39 0 0 1

# Timestep: 1300
1300 0 0 0 1
1300 1 0.000895488 1.21778e-15 1
1300 2 0.00194781 1.1692e-15 1
1300 3 0.00291533 9.61037e-16 1
1300 4 0.003802 1.06859e-15 1
1300 5 0.0046117 8.50015e-16 1
1300 6 0.0053482 9.67976e-16 1
1300 7 0.00601517 7.70217e-16 1
1300 8 0.00661611 8.95117e-16 1
1300 9 0.00715436 5.6205e-16 1
1300 10 0.00763303 6.76542e-16 1
1300 11 0.00805507 4.12864e-16 1
1300 12 0.00842316 5.27356e-16 1
1300 13 0.00873973 2.94903e-16 1
1300 14 0.00900694 4.78784e-16 1
1300 15 0.00922668 2.18575e-16 1
1300 16 0.00940055 3.53884e-16 1
1300 17 0.00952981 2.11636e-16 1
1300 18 0.00961544 1.45717e-16 1
1300 19 0.00965809 -5.55112e-17 1
1300 20 0.00965809 -9.71445e-17 1
1300 21 0.00961544 -1.35308e-16 1
1300 22 0.00952981 -1.04083e-16 1
1300 23 0.00940055 -2.91434e-16 1
1300 24 0.00922668 -2.81025e-16 1
1300 25 0.00900694 -3.33067e-16 1
1300 26 0.00873973 -3.95517e-16 1
1300 27 0.00842316 -5.10009e-16 1
1300 28 0.00805507 -5.30825e-16 1
1300 29 0.00763303 -6.00214e-16 1
1300 30 0.00715436 -6.69603e-16 1
1300 31 0.00661611 -6.03684e-16 1
1300 32 0.00601517 -7.14706e-16 1
1300 33 0.0053482 -9.85323e-16 1
1300 34 0.0046117 -9.95731e-16 1
1300 35 0.003802 -8.88178e-16 1
1300 36 0.00291533 -9.54098e-16 1
1300 37 0.00194781 -1.1692e-15 1
1300 38 0.000895488 -1.22125e-15 1
1300 39 0 0 1

# Timestep: 1400
1400 0 0 0 1
1400 1 0.000926662 1.15186e-15 1
1400 2 0.00201775 1.1241e-15 1
1400 3 0.00302357 9.12465e-16 1
1400 4 0.00394782 9.95731e-16 1
1400 5 0.00479412 8.08381e-16 1
1400 6 0.00556602 9.95731e-16 1
1400 7 0.00626694 7.80626e-16 1
1400 8 0.00690015 8.70831e-16 1
1400 9 0.00746877 6.80012e-16 1
1400 10 0.00797575 7.45931e-16 1
1400 11 0.00842382 4.75314e-16 1
1400 12 0.00881548 5.86337e-16 1
1400 13 0.00915303 3.1572e-16 1
1400 14 0.00943849 3.29597e-16 1
1400 15 0.00967363 1.66533e-16 1
1400 16 0.00985992 3.7817e-16 1
1400 17 0.00999858 1.38778e-16 1
1400 18 0.0100905 4.85723e-17 1
1400 19 0.0101363 -7.28584e-17 1
1400 20 0.0101363 -5.55112e-17 1
1400 21 0.0100905 -1.49186e-16 1
1400 22 0.00999858 -1.42247e-16 1
1400 23 0.00985992 -2.60209e-16 1
1400 24 0.00967363 -2.94903e-16 1
1400 25 0.00943849 -3.92048e-16 1
1400 26 0.00915303 -3.71231e-16 1
1400 27 0.00881548 -4.54498e-16 1
1400 28 0.00842382 -3.92048e-16 1
1400 29 0.00797575 -6.2797e-16 1
1400 30 0.00746877 -6.38378e-16 1
1400 31 0.00690015 -7.49401e-16 1
1400 32 0.00626694 -7.91034e-16 1
1400 33 0.00556602 -8.60423e-16 1
1400 34 0.00479412 -8.39606e-16 1
1400 35 0.00394782 -9.67976e-16 1
1400 36 0.00302357 -1.00267e-15 1
1400 37 0.00201775 -1.11369e-15 1
1400 38 0.000926662 -1.11022e-15 1
1400 39 0 0 1

# Timestep: 1500
1500 0 0 0 1
1500 1 0.000955827 1.11022e-15 1
1500 2 0.00208319 1.06859e-15 1
1500 3 0.00312484 9.81853e-16 1
1500 4 0.00408424 9.74915e-16 1
1500 5 0.0049648 8.74301e-16 1
1500 6 0.00576982 9.08995e-16 1
1500 7 0.00650251 7.45931e-16 1
1500 8 0.00716592 7.97973e-16 1
1500 9 0.00776299 6.21031e-16 1
1500 10 0.00829646 7.25114e-16 1
1500 11 0.00876889 6.31439e-16 1
1500 12 0.00918264 5.79398e-16 1
1500 13 0.00953984 5.10009e-16 1
1500 14 0.00984238 5.27356e-16 1
1500 15 0.0100919 3.7817e-16 1
1500 16 0.0102899 2.46331e-16 1
1500 17 0.0104373 1.21431e-16 1
1500 18 0.0105352 2.18575e-16 1
1500 19 0.0105839 -5.89806e-17 1
1500 20 0.0105839 -1.38778e-17 1
1500 21 0.0105352 -2.15106e-16 1
1500 22 0.0104373 -1.73472e-17 1
1500 23 0.0102899 -2.67147e-16 1
1500 24 0.0100919 -2.01228e-16 1
1500 25 0.00984238 -4.26742e-16 1
1500 26 0.00953984 -2.67147e-16 1
1500 27 0.00918264 -6.14092e-16 1
1500 28 0.00876889 -5.16948e-16 1
1500 29 0.00829646 -6.07153e-16 1
1500 30 0.00776299 -4.19803e-16 1
1500 31 0.00716592 -8.01442e-16 1
1500 32 0.00650251 -6.66134e-16 1
1500 33 0.00576982 -9.22873e-16 1
1500 34 0.0049648 -8.84709e-16 1
1500 35 0.00408424 -1.00961e-15 1
1500 36 0.00312484 -1.08594e-15 1
1500 37 0.00208319 -1.18308e-15 1
1500 38 0.000955827 -1.17961e-15 1
1500 39 0 0 1

# Timestep: 1600
1600 0 0 0 1
1600 1 0.000983118 1.11716e-15 1
1600 2 0.00214441 1.0443e-15 1
1600 3 0.00321959 1.10328e-15 1
1600 4 0.0042119 9.88792e-16 1
1600 5 0.00512452 9.19403e-16 1
1600 6 0.00596053 8.74301e-16 1
1600 7 0.00672295 8.18789e-16 1
1600 8 0.00741464 6.69603e-16 1
1600 9 0.00803833 6.2797e-16 1
1600 10 0.00859659 4.68375e-16 1
1600 11 0.00909183 4.19803e-16 1
1600 12 0.00952625 4.05925e-16 1
1600 13 0.00990184 4.96131e-16 1
1600 14 0.0102204 3.1572e-16 1
1600 15 0.0104834 2.32453e-16 1
1600 16 0.0106923 2.04697e-16 1
1600 17 0.010848 1.2837e-16 1
1600 18 0.0109513 1.00614e-16 1
1600 19 0.0110029 3.1225e-17 1
1600 20 0.0110029 5.20417e-17 1
1600 21 0.0109513 -1.76942e-16 1
1600 22 0.010848 -1.2837e-16 1
1600 23 0.0106923 -2.32453e-16 1
1600 24 0.0104834 -7.28584e-17 1
1600 25 0.0102204 -3.53884e-16 1
1600 26 0.00990184 -3.67761e-16 1
1600 27 0.00952625 -5.6205e-16 1
1600 28 0.00909183 -4.4062e-16 1
1600 29 0.00859659 -6.34909e-16 1
1600 30 0.00803833 -6.14092e-16 1
1600 31 0.00741464 -7.94503e-16 1
1600 32 0.00672295 -6.76542e-16 1
1600 33 0.00596053 -8.8124e-16 1
1600 34 0.00512452 -9.15934e-16 1
1600 35 0.0042119 -1.08594e-15 1
1600 36 0.00321959 -1.0443e-15 1
1600 37 0.00214441 -1.06859e-15 1
1600 38 0.000983118 -1.08247e-15 1
1600 39 0 0 1

# Timestep: 1700
1700 0 0 0 1
1700 1 0.00100866 1.16573e-15 1
1700 2 0.00220171 1.1241e-15 1
1700 3 0.00330827 9.85323e-16 1
1700 4 0.00433136 9.85323e-16 1
1700 5 0.00527398 9.08995e-16 1
