0.025	0.01576006675468666	3.122502256758252e-14	3.0	1.0
0.075	0.0316526149529512	-6.245004513516503e-14	3.0	1.0
0.125	0.03847142918267176	-7.979727989493311e-14	3.0	1.0
0.175	0.040971017356712026	-3.469446951953613e-14	3.0	1.0
0.225	0.041746997830859826	0.0	3.0	1.0
0.275	0.04194859886609357	1.0408340855860838e-14	3.0	1.0
0.325	0.0419916382692704	5.20417042793042e-14	3.0	1.0
0.375	0.04199896745343276	1.3877787807814457e-14	3.0	1.0
0.425	0.04199991276077211	3.8163916471489756e-14	3.0	1.0
0.475	0.041999996144079316	2.42861286636753e-14	3.0	1.0
0.525	0.04199999614407932	-1.387778780781446e-14	3.0	1.0
0.575	0.04199991276076864	-3.8163916471489756e-14	3.0	1.0
0.625	0.041998967453405006	3.469446951953614e-15	3.0	1.0
0.675	0.041991638269253055	-1.3877787807814454e-14	3.0	1.0
0.725	0.041948598866062344	-1.387778780781445e-14	3.0	1.0
0.775	0.04174699783083901	3.122502256758252e-14	3.0	1.0
0.825	0.040971017356725904	4.5102810375396966e-14	3.0	1.0
0.875	0.0384714291826787	7.63278329429795e-14	3.0	1.0
0.925	0.03165261495296508	7.632783294297947e-14	3.0	1.0
0.975	0.015760066754721355	1.0061396160665479e-13	3.0	1.0
