0.025	0.06958068440162725	-6.938893903907279e-15	3.0	1.0
0.075	0.18988641283218463	1.1449174941447008e-13	3.0	1.0
0.125	0.2924068349101154	2.0816681711721837e-14	3.0	1.0
0.175	0.3785575940031476	7.632783294298007e-14	3.0	1.0
0.225	0.44966471841636135	6.245004513516551e-14	3.0	1.0
0.275	0.5069319524568258	8.6736173798841e-14	3.0	1.0
0.325	0.5514111512528682	8.673617379884101e-14	3.0	1.0
0.375	0.5839764606766277	2.081668171172184e-14	3.0	1.0
0.425	0.6053029006876227	-3.122502256758276e-14	3.0	1.0
0.475	0.6158498559659793	7.979727989493371e-14	3.0	1.0
0.525	0.615849855965976	4.857225732735096e-14	3.0	1.0
0.575	0.6053029006876228	-6.9388939039072804e-15	3.0	1.0
0.625	0.5839764606766276	-8.6736173798841e-14	3.0	1.0
0.675	0.5514111512528854	-6.591949208711915e-14	3.0	1.0
0.725	0.5069319524567979	-2.081668171172184e-14	3.0	1.0
0.775	0.4496647184163648	3.4694469519536402e-15	3.0	1.0
0.825	0.3785575940031476	-1.491862189340065e-13	3.0	1.0
0.875	0.29240683491012226	-1.24900090270331e-13	3.0	1.0
0.925	0.18988641283223318	-1.457167719820528e-13	3.0	1.0
0.975	0.06958068440166192	-2.4286128663675467e-14	3.0	1.0
