# NX NY
300 100
# i j rho u.x u.y is_fluid
40 0 0.0000000000 0.0000000000 0.0000000000 0
41 0 0.0000000000 0.0000000000 0.0000000000 0
42 0 0.0000000000 0.0000000000 0.0000000000 0
43 0 0.0000000000 0.0000000000 0.0000000000 0
44 0 0.0000000000 0.0000000000 0.0000000000 0
45 0 0.0000000000 0.0000000000 0.0000000000 0
46 0 0.0000000000 0.0000000000 0.0000000000 0
47 0 0.0000000000 0.0000000000 0.0000000000 0
48 0 0.0000000000 0.0000000000 0.0000000000 0
49 0 0.0000000000 0.0000000000 0.0000000000 0
50 0 0.0000000000 0.0000000000 0.0000000000 0
51 0 0.0000000000 0.0000000000 0.0000000000 0
52 0 0.0000000000 0.0000000000 0.0000000000 0
53 0 0.0000000000 0.0000000000 0.0000000000 0
54 0 0.0000000000 0.0000000000 0.0000000000 0
55 0 0.0000000000 0.0000000000 0.0000000000 0
56 0 0.0000000000 0.0000000000 0.0000000000 0
57 0 0.0000000000 0.0000000000 0.0000000000 0
58 0 0.0000000000 0.0000000000 0.0000000000 0
59 0 0.0000000000 0.0000000000 0.0000000000 0
60 0 0.0000000000 0.0000000000 0.0000000000 0
61 0 0.0000000000 0.0000000000 0.0000000000 0
62 0 0.0000000000 0.0000000000 0.0000000000 0
63 0 0.0000000000 0.0000000000 0.0000000000 0
64 0 0.0000000000 0.0000000000 0.0000000000 0
65 0 0.0000000000 0.0000000000 0.0000000000 0
66 0 0.0000000000 0.0000000000 0.0000000000 0
67 0 0.0000000000 0.0000000000 0.0000000000 0
68 0 0.0000000000 0.0000000000 0.0000000000 0
69 0 0.0000000000 0.0000000000 0.0000000000 0
70 0 0.0000000000 0.0000000000 0.0000000000 0
71 0 0.0000000000 0.0000000000 0.0000000000 0
72 0 0.0000000000 0.0000000000 0.0000000000 0
73 0 0.0000000000 0.0000000000 0.0000000000 0
74 0 0.0000000000 0.0000000000 0.0000000000 0
75 0 0.0000000000 0.0000000000 0.0000000000 0
76 0 0.0000000000 0.0000000000 0.0000000000 0
77 0 0.0000000000 0.0000000000 0.0000000000 0
78 0 0.0000000000 0.0000000000 0.0000000000 0
79 0 0.0000000000 0.0000000000 0.0000000000 0
80 0 0.0000000000 0.0000000000 0.0000000000 0
81 0 0.0000000000 0.0000000000 0.0000000000 0
82 0 0.0000000000 0.0000000000 0.0000000000 0
83 0 0.0000000000 0.0000000000 0.0000000000 0
84 0 0.0000000000 0.0000000000 0.0000000000 0
85 0 0.0000000000 0.0000000000 0.0000000000 0
86 0 0.0000000000 0.0000000000 0.0000000000 0
87 0 0.0000000000 0.0000000000 0.0000000000 0
88 0 0.0000000000 0.0000000000 0.0000000000 0
89 0 0.0000000000 0.0000000000 0.0000000000 0
90 0 0.0000000000 0.0000000000 0.0000000000 0
91 0 0.0000000000 0.0000000000 0.0000000000 0
92 0 0.0000000000 0.0000000000 0.0000000000 0
93 0 0.0000000000 0.0000000000 0.0000000000 0
94 0 0.0000000000 0.0000000000 0.0000000000 0
95 0 0.0000000000 0.0000000000 0.0000000000 0
96 0 0.0000000000 0.0000000000 0.0000000000 0
97 0 0.0000000000 0.0000000000 0.0000000000 0
98 0 0.0000000000 0.0000000000 0.0000000000 0
99 0 0.0000000000 0.0000000000 0.0000000000 0
100 0 0.0000000000 0.0000000000 0.0000000000 0
101 0 0.0000000000 0.0000000000 0.0000000000 0
102 0 0.0000000000 0.0000000000 0.0000000000 0
103 0 0.0000000000 0.0000000000 0.0000000000 0
104 0 0.0000000000 0.0000000000 0.0000000000 0
105 0 0.0000000000 0.0000000000 0.0000000000 0
106 0 0.0000000000 0.0000000000 0.0000000000 0
107 0 0.0000000000 0.0000000000 0.0000000000 0
108 0 0.0000000000 0.0000000000 0.0000000000 0
109 0 0.0000000000 0.0000000000 0.0000000000 0
110 0 0.0000000000 0.0000000000 0.0000000000 0
111 0 0.0000000000 0.0000000000 0.0000000000 0
112 0 0.0000000000 0.0000000000 0.0000000000 0
113 0 0.0000000000 0.0000000000 0.0000000000 0
114 0 0.0000000000 0.0000000000 0.0000000000 0
115 0 0.0000000000 0.0000000000 0.0000000000 0
116 0 0.0000000000 0.0000000000 0.0000000000 0
117 0 0.0000000000 0.0000000000 0.0000000000 0
118 0 0.0000000000 0.0000000000 0.0000000000 0
119 0 0.0000000000 0.0000000000 0.0000000000 0
120 0 0.0000000000 0.0000000000 0.0000000000 0
121 0 0.0000000000 0.0000000000 0.0000000000 0
122 0 0.0000000000 0.0000000000 0.0000000000 0
123 0 0.0000000000 0.0000000000 0.0000000000 0
124 0 0.0000000000 0.0000000000 0.0000000000 0
125 0 0.0000000000 0.0000000000 0.0000000000 0
126 0 0.0000000000 0.0000000000 0.0000000000 0
127 0 0.0000000000 0.0000000000 0.0000000000 0
128 0 0.0000000000 0.0000000000 0.0000000000 0
129 0 0.0000000000 0.0000000000 0.0000000000 0
130 0 0.0000000000 0.0000000000 0.0000000000 0
131 0 0.0000000000 0.0000000000 0.0000000000 0
132 0 0.0000000000 0.0000000000 0.0000000000 0
133 0 0.0000000000 0.0000000000 0.0000000000 0
134 0 0.0000000000 0.0000000000 0.0000000000 0
135 0 0.0000000000 0.0000000000 0.0000000000 0
136 0 0.0000000000 0.0000000000 0.0000000000 0
137 0 0.0000000000 0.0000000000 0.0000000000 0
138 0 0.0000000000 0.0000000000 0.0000000000 0
139 0 0.0000000000 0.0000000000 0.0000000000 0
140 0 0.0000000000 0.0000000000 0.0000000000 0
141 0 0.0000000000 0.0000000000 0.0000000000 0
142 0 0.0000000000 0.0000000000 0.0000000000 0
143 0 0.0000000000 0.0000000000 0.0000000000 0
144 0 0.0000000000 0.0000000000 0.0000000000 0
145 0 0.0000000000 0.0000000000 0.0000000000 0
146 0 0.0000000000 0.0000000000 0.0000000000 0
147 0 0.0000000000 0.0000000000 0.0000000000 0
148 0 0.0000000000 0.0000000000 0.0000000000 0
149 0 0.0000000000 0.0000000000 0.0000000000 0
150 0 0.0000000000 0.0000000000 0.0000000000 0
151 0 0.0000000000 0.0000000000 0.0000000000 0
152 0 0.0000000000 0.0000000000 0.0000000000 0
153 0 0.0000000000 0.0000000000 0.0000000000 0
154 0 0.0000000000 0.0000000000 0.0000000000 0
155 0 0.0000000000 0.0000000000 0.0000000000 0
156 0 0.0000000000 0.0000000000 0.0000000000 0
157 0 0.0000000000 0.0000000000 0.0000000000 0
158 0 0.0000000000 0.0000000000 0.0000000000 0
159 0 0.0000000000 0.0000000000 0.0000000000 0
160 0 0.0000000000 0.0000000000 0.0000000000 0
161 0 0.0000000000 0.0000000000 0.0000000000 0
162 0 0.0000000000 0.0000000000 0.0000000000 0
163 0 0.0000000000 0.0000000000 0.0000000000 0
164 0 0.0000000000 0.0000000000 0.0000000000 0
165 0 0.0000000000 0.0000000000 0.0000000000 0
166 0 0.0000000000 0.0000000000 0.0000000000 0
167 0 0.0000000000 0.0000000000 0.0000000000 0
168 0 0.0000000000 0.0000000000 0.0000000000 0
169 0 0.0000000000 0.0000000000 0.0000000000 0
170 0 0.0000000000 0.0000000000 0.0000000000 0
171 0 0.0000000000 0.0000000000 0.0000000000 0
172 0 0.0000000000 0.0000000000 0.0000000000 0
173 0 0.0000000000 0.0000000000 0.0000000000 0
174 0 0.0000000000 0.0000000000 0.0000000000 0
175 0 0.0000000000 0.0000000000 0.0000000000 0
176 0 0.0000000000 0.0000000000 0.0000000000 0
177 0 0.0000000000 0.0000000000 0.0000000000 0
178 0 0.0000000000 0.0000000000 0.0000000000 0
179 0 0.0000000000 0.0000000000 0.0000000000 0
180 0 0.0000000000 0.0000000000 0.0000000000 0
181 0 0.0000000000 0.0000000000 0.0000000000 0
182 0 0.0000000000 0.0000000000 0.0000000000 0
183 0 0.0000000000 0.0000000000 0.0000000000 0
184 0 0.0000000000 0.0000000000 0.0000000000 0
185 0 0.0000000000 0.0000000000 0.0000000000 0
186 0 0.0000000000 0.0000000000 0.0000000000 0
187 0 0.0000000000 0.0000000000 0.0000000000 0
188 0 0.0000000000 0.0000000000 0.0000000000 0
189 0 0.0000000000 0.0000000000 0.0000000000 0
190 0 0.0000000000 0.0000000000 0.0000000000 0
191 0 0.0000000000 0.0000000000 0.0000000000 0
192 0 0.0000000000 0.0000000000 0.0000000000 0
193 0 0.0000000000 0.0000000000 0.0000000000 0
194 0 0.0000000000 0.0000000000 0.0000000000 0
195 0 0.0000000000 0.0000000000 0.0000000000 0
196 0 0.0000000000 0.0000000000 0.0000000000 0
197 0 0.0000000000 0.0000000000 0.0000000000 0
198 0 0.0000000000 0.0000000000 0.0000000000 0
199 0 0.0000000000 0.0000000000 0.0000000000 0
200 0 0.0000000000 0.0000000000 0.0000000000 0
201 0 0.0000000000 0.0000000000 0.0000000000 0
202 0 0.0000000000 0.0000000000 0.0000000000 0
203 0 0.0000000000 0.0000000000 0.0000000000 0
204 0 0.0000000000 0.0000000000 0.0000000000 0
205 0 0.0000000000 0.0000000000 0.0000000000 0
206 0 0.0000000000 0.0000000000 0.0000000000 0
207 0 0.0000000000 0.0000000000 0.0000000000 0
208 0 0.0000000000 0.0000000000 0.0000000000 0
209 0 0.0000000000 0.0000000000 0.0000000000 0
210 0 0.0000000000 0.0000000000 0.0000000000 0
211 0 0.0000000000 0.0000000000 0.0000000000 0
212 0 0.0000000000 0.0000000000 0.0000000000 0
213 0 0.0000000000 0.0000000000 0.0000000000 0
214 0 0.0000000000 0.0000000000 0.0000000000 0
215 0 0.0000000000 0.0000000000 0.0000000000 0
216 0 0.0000000000 0.0000000000 0.0000000000 0
217 0 0.0000000000 0.0000000000 0.0000000000 0
218 0 0.0000000000 0.0000000000 0.0000000000 0
219 0 0.0000000000 0.0000000000 0.0000000000 0
220 0 0.0000000000 0.0000000000 0.0000000000 0
221 0 0.0000000000 0.0000000000 0.0000000000 0
222 0 0.0000000000 0.0000000000 0.0000000000 0
223 0 0.0000000000 0.0000000000 0.0000000000 0
224 0 0.0000000000 0.0000000000 0.0000000000 0
225 0 0.0000000000 0.0000000000 0.0000000000 0
226 0 0.0000000000 0.0000000000 0.0000000000 0
227 0 0.0000000000 0.0000000000 0.0000000000 0
228 0 0.0000000000 0.0000000000 0.0000000000 0
229 0 0.0000000000 0.0000000000 0.0000000000 0
230 0 0.0000000000 0.0000000000 0.0000000000 0
231 0 0.0000000000 0.0000000000 0.0000000000 0
232 0 0.0000000000 0.0000000000 0.0000000000 0
233 0 0.0000000000 0.0000000000 0.0000000000 0
234 0 0.0000000000 0.0000000000 0.0000000000 0
235 0 0.0000000000 0.0000000000 0.0000000000 0
236 0 0.0000000000 0.0000000000 0.0000000000 0
237 0 0.0000000000 0.0000000000 0.0000000000 0
238 0 0.0000000000 0.0000000000 0.0000000000 0
239 0 0.0000000000 0.0000000000 0.0000000000 0
240 0 0.0000000000 0.0000000000 0.0000000000 0
241 0 0.0000000000 0.0000000000 0.0000000000 0
242 0 0.0000000000 0.0000000000 0.0000000000 0
243 0 0.0000000000 0.0000000000 0.0000000000 0
244 0 0.0000000000 0.0000000000 0.0000000000 0
245 0 0.0000000000 0.0000000000 0.0000000000 0
246 0 0.0000000000 0.0000000000 0.0000000000 0
247 0 0.0000000000 0.0000000000 0.0000000000 0
248 0 0.0000000000 0.0000000000 0.0000000000 0
249 0 0.0000000000 0.0000000000 0.0000000000 0
250 0 0.0000000000 0.0000000000 0.0000000000 0
251 0 0.0000000000 0.0000000000 0.0000000000 0
252 0 0.0000000000 0.0000000000 0.0000000000 0
253 0 0.0000000000 0.0000000000 0.0000000000 0
254 0 0.0000000000 0.0000000000 0.0000000000 0
255 0 0.0000000000 0.0000000000 0.0000000000 0
256 0 0.0000000000 0.0000000000 0.0000000000 0
257 0 0.0000000000 0.0000000000 0.0000000000 0
258 0 0.0000000000 0.0000000000 0.0000000000 0
259 0 0.0000000000 0.0000000000 0.0000000000 0
260 0 0.0000000000 0.0000000000 0.0000000000 0
261 0 0.0000000000 0.0000000000 0.0000000000 0
262 0 0.0000000000 0.0000000000 0.0000000000 0
263 0 0.0000000000 0.0000000000 0.0000000000 0
264 0 0.0000000000 0.0000000000 0.0000000000 0
265 0 0.0000000000 0.0000000000 0.0000000000 0
266 0 0.0000000000 0.0000000000 0.0000000000 0
267 0 0.0000000000 0.0000000000 0.0000000000 0
268 0 0.0000000000 0.0000000000 0.0000000000 0
269 0 0.0000000000 0.0000000000 0.0000000000 0
270 0 0.0000000000 0.0000000000 0.0000000000 0
271 0 0.0000000000 0.0000000000 0.0000000000 0
272 0 0.0000000000 0.0000000000 0.0000000000 0
273 0 0.0000000000 0.0000000000 0.0000000000 0
274 0 0.0000000000 0.0000000000 0.0000000000 0
275 0 0.0000000000 0.0000000000 0.0000000000 0
276 0 0.0000000000 0.0000000000 0.0000000000 0
277 0 0.0000000000 0.0000000000 0.0000000000 0
278 0 0.0000000000 0.0000000000 0.0000000000 0
279 0 0.0000000000 0.0000000000 0.0000000000 0
280 0 0.0000000000 0.0000000000 0.0000000000 0
281 0 0.0000000000 0.0000000000 0.0000000000 0
282 0 0.0000000000 0.0000000000 0.0000000000 0
283 0 0.0000000000 0.0000000000 0.0000000000 0
284 0 0.0000000000 0.0000000000 0.0000000000 0
285 0 0.0000000000 0.0000000000 0.0000000000 0
286 0 0.0000000000 0.0000000000 0.0000000000 0
287 0 0.0000000000 0.0000000000 0.0000000000 0
288 0 0.0000000000 0.0000000000 0.0000000000 0
289 0 0.0000000000 0.0000000000 0.0000000000 0
290 0 0.0000000000 0.0000000000 0.0000000000 0
291 0 0.0000000000 0.0000000000 0.0000000000 0
292 0 0.0000000000 0.0000000000 0.0000000000 0
293 0 0.0000000000 0.0000000000 0.0000000000 0
294 0 0.0000000000 0.0000000000 0.0000000000 0
295 0 0.0000000000 0.0000000000 0.0000000000 0
296 0 0.0000000000 0.0000000000 0.0000000000 0
297 0 0.0000000000 0.0000000000 0.0000000000 0
298 0 0.0000000000 0.0000000000 0.0000000000 0
299 0 0.0000000000 0.0000000000 0.0000000000 0
0 1 0.0578189362 0.9985487576 0.0000000000 1
1 1 0.0431439341 0.9988508208 -0.3395143875 1
2 1 0.0386702349 0.9987119999 -0.3168444152 1
3 1 0.0377811401 0.9988020858 -0.3549588865 1
4 1 0.0347592155 0.9987314689 -0.3480106812 1
5 1 0.0340933697 0.9988229796 -0.3827952000 1
6 1 0.0319273672 0.9987951911 -0.3838159114 1
7 1 0.0314006974 0.9988796788 -0.4141936687 1
8 1 0.0297698982 0.9988777652 -0.4190142146 1
9 1 0.0293364883 0.9989538874 -0.4452149321 1
10 1 0.0280617004 0.9989677237 -0.4517681973 1
11 1 0.0276958105 0.9990383160 -0.4743975990 1
12 1 0.0266710125 0.9990598793 -0.4816657705 1
13 1 0.0263570905 0.9991235059 -0.5013414852 1
14 1 0.0255153648 0.9991550264 -0.5088137059 1
15 1 0.0252428763 0.9992133434 -0.5260606961 1
16 1 0.0245399884 0.9992469071 -0.5334702906 1
17 1 0.0243013335 0.9993002465 -0.5487090912 1
18 1 0.0237063875 0.9993351816 -0.5559189297 1
19 1 0.0234957282 0.9993832054 -0.5694814974 1
20 1 0.0229864381 0.9994183075 -0.5764204027 1
21 1 0.0227991330 0.9994638894 -0.5885702301 1
22 1 0.0223589418 0.9994970305 -0.5952036505 1
23 1 0.0221913907 0.9995375970 -0.6061515460 1
24 1 0.0218076982 0.9995692865 -0.6124673846 1
25 1 0.0216568834 0.9996060414 -0.6223832056 1
26 1 0.0213199513 0.9996355658 -0.6283813720 1
27 1 0.0211834593 0.9996676926 -0.6374040596 1
28 1 0.0208856178 0.9996945707 -0.6430920003 1
29 1 0.0207613977 0.9997244347 -0.6513379393 1
30 1 0.0204964865 0.9997499722 -0.6567282254 1
31 1 0.0203829315 0.9997753329 -0.6642911584 1
32 1 0.0201460842 0.9997966258 -0.6693973457 1
33 1 0.0200418190 0.9998173833 -0.6763586720 1
34 1 0.0198290144 0.9998343686 -0.6811958337 1
35 1 0.0197328778 0.9998510317 -0.6876239793 1
36 1 0.0195407250 0.9998678151 -0.6922074696 1
37 1 0.0194516983 0.9998828953 -0.6981607436 1
38 1 0.0192775495 0.9998945301 -0.7025058157 1
39 1 0.0191948828 0.9999045306 -0.7080345963 1
40 1 0.0190364412 0.9999116696 -0.7121562455 1
41 1 0.0189594145 0.9999174689 -0.7173039328 1
42 1 0.0188146795 0.9999232088 -0.7212172814 1
43 1 0.0187426324 0.9999277171 -0.7260221081 1
44 1 0.0186099479 0.9999336500 -0.7297388446 1
45 1 0.0185424070 0.9999356328 -0.7342334098 1
46 1 0.0184204266 0.9999390128 -0.7377666099 1
47 1 0.0183569327 0.9999391769 -0.7419798042 1
48 1 0.0182444911 0.9999387805 -0.7453413730 1
49 1 0.0181846320 0.9999385023 -0.7492986731 1
50 1 0.0180806310 0.9999379511 -0.7524993333 1
51 1 0.0180240660 0.9999372916 -0.7562230367 1
52 1 0.0179276136 0.9999367642 -0.7592730233 1
53 1 0.0178740568 0.9999364089 -0.7627834178 1
54 1 0.0177843843 0.9999355610 -0.7656921820 1
55 1 0.0177335704 0.9999352082 -0.7690069057 1
56 1 0.0176500051 0.9999348445 -0.7717834132 1
57 1 0.0176017007 0.9999347075 -0.7749183085 1
58 1 0.0175235933 0.9999377244 -0.7775705397 1
59 1 0.0174776198 0.9999371835 -0.7805398777 1
60 1 0.0174045746 0.9999365028 -0.7830754738 1
61 1 0.0173607488 0.9999359531 -0.7858921311 1
62 1 0.0172922515 0.9999352888 -0.7883182021 1
63 1 0.0172503866 0.9999349387 -0.7909933855 1
64 1 0.0171860252 0.9999344009 -0.7933163872 1
65 1 0.0171459970 0.9999340458 -0.7958606831 1
66 1 0.0170854114 0.9999336767 -0.7980866771 1
67 1 0.0170464383 0.9999713876 -0.8005088326 1
68 1 0.0169893115 0.9999711984 -0.8026432524 1
69 1 0.0169525749 0.9999710448 -0.8049527796 1
70 1 0.0168986213 0.9999708677 -0.8070010270 1
71 1 0.0168633785 0.9999707242 -0.8092054534 1
72 1 0.0168123559 0.9999705607 -0.8111725991 1
73 1 0.0167785036 0.9999704296 -0.8132788882 1
74 1 0.0167301708 0.9999702714 -0.8151693201 1
75 1 0.0166976216 0.9999701533 -0.8171839116 1
76 1 0.0166517710 0.9999700112 -0.8190018360 1
77 1 0.0166204455 0.9999699074 -0.8209306360 1
78 1 0.0165768910 0.9999697827 -0.8226799764 1
79 1 0.0165467178 0.9999696948 -0.8245283641 1
80 1 0.0165052907 0.9999695888 -0.8262127875 1
81 1 0.0164762037 0.9999695184 -0.8279857469 1
82 1 0.0164367521 0.9999694327 -0.8296086813 1
83 1 0.0164086916 0.9999693816 -0.8313107925 1
84 1 0.0163710776 0.9999693180 -0.8328754353 1
85 1 0.0163439873 0.9999692884 -0.8345108776 1
86 1 0.0163080848 0.9999692487 -0.8360202152 1
87 1 0.0162819145 0.9999692428 -0.8375928899 1
88 1 0.0162476101 0.9999692302 -0.8390497284 1
89 1 0.0162223133 0.9999692511 -0.8405632300 1
90 1 0.0161895020 0.9999692682 -0.8419701832 1
91 1 0.0161650354 0.9999693185 -0.8434278313 1
92 1 0.0161336229 0.9999693672 -0.8447873630 1
93 1 0.0161101050 0.9999596473 -0.8461924154 1
94 1 0.0160800275 0.9999583728 -0.8475069455 1
95 1 0.0160570980 0.9999590536 -0.8488620095 1
96 1 0.0160282561 0.9999577302 -0.8501336083 1
97 1 0.0160060486 0.9999584526 -0.8514414430 1
98 1 0.0159783312 0.9999570775 -0.8526717938 1
99 1 0.0159567325 0.9999578036 -0.8539341264 1
100 1 0.0159299178 0.9999563686 -0.8551237593 1
101 1 0.0159086605 0.9999571386 -0.8563408167 1
102 1 0.0158823285 0.9999556354 -0.8574884407 1
103 1 0.0158608967 0.9999564146 -0.8586582368 1
104 1 0.0158343084 0.9999571866 -0.8597601325 1
105 1 0.0158119140 0.9999556482 -0.8608781406 1
106 1 0.0157840870 0.9999564301 -0.8619281223 1
107 1 0.0146238724 0.9999532999 -0.8523467282 1
108 1 0.0141015718 0.9999494644 -0.8483982111 1
109 1 0.0132376117 0.9999465469 -0.8401557288 1
110 1 0.0127426438 0.9999451028 -0.8357502278 1
111 1 0.0120400841 0.9999422955 -0.8281128131 1
112 1 0.0115819309 0.9999370883 -0.8234206678 1
113 1 0.0109850223 0.9999340775 -0.8160904707 1
114 1 0.0105702862 0.9999320727 -0.8113113717 1
115 1 0.0100604705 0.9999290137 -0.8043532218 1
116 1 0.0096880368 0.9999223542 -0.7996144506 1
117 1 0.0092491272 0.9999190018 -0.7930620777 1
118 1 0.0089149318 0.9999164328 -0.7884455638 1
119 1 0.0085336663 0.9999129292 -0.7823122114 1
120 1 0.0082331704 0.9999044529 -0.7778706036 1
121 1 0.0078989510 0.9999003956 -0.7721555156 1
122 1 0.0076276945 0.9998967567 -0.7679226501 1
123 1 0.0073321684 0.9998919658 -0.7626165852 1
124 1 0.0070863432 0.9998804404 -0.7586121004 1
125 1 0.0068229790 0.9998740176 -0.7537021223 1
126 1 0.0065991974 0.9998599144 -0.7499359551 1
127 1 0.0063627989 0.9998518029 -0.7454046986 1
128 1 0.0061582785 0.9998350507 -0.7418817637 1
129 1 0.0059447238 0.9998244891 -0.7377099293 1
130 1 0.0057570190 0.9998149892 -0.7344278858 1
131 1 0.0055629962 0.9998077717 -0.7305963217 1
132 1 0.0053901781 0.9998035685 -0.7275522175 1
133 1 0.0052130640 0.9997974359 -0.7240420609 1
134 1 0.0050534533 0.9997999418 -0.7212285316 1
135 1 0.0048910755 0.9997939298 -0.7180194330 1
136 1 0.0047433016 0.9997959324 -0.7154280644 1
137 1 0.0045938886 0.9997879783 -0.7125008422 1
138 1 0.0044568119 0.9997759814 -0.7101224126 1
139 1 0.0043188967 0.9997631828 -0.7074587862 1
140 1 0.0041914731 0.9997394592 -0.7052833899 1
141 1 0.0040637948 0.9997275520 -0.7028659153 1
142 1 0.0039450515 0.9997121698 -0.7008826453 1
143 1 0.0038264147 0.9997443972 -0.6986945404 1
144 1 0.0037156451 0.9997332786 -0.6968953937 1
145 1 0.0036055877 0.9997057115 -0.6949250939 1
146 1 0.0035021468 0.9996928228 -0.6933015966 1
147 1 0.0033996107 0.9996787365 -0.6915327605 1
148 1 0.0033029526 0.9996640335 -0.6900794210 1
149 1 0.0032074305 0.9996480305 -0.6885085090 1
150 1 0.0031171181 0.9996312775 -0.6872258444 1
151 1 0.0030282109 0.9995947733 -0.6858550964 1
152 1 0.0029439828 0.9995757439 -0.6847578309 1
153 1 0.0028613832 0.9995552578 -0.6836131740 1
154 1 0.0027833159 0.9995339133 -0.6827543264 1
155 1 0.0027073056 0.9995111205 -0.6819125078 1
156 1 0.0026360130 0.9994875541 -0.6814157417 1
157 1 0.0025676324 0.9994627694 -0.6810630064 1
158 1 0.0025048834 0.9994376565 -0.6812132904 1
159 1 0.0024467802 0.9994120877 -0.6817638670 1
160 1 0.0023967206 0.9993736072 -0.6831696438 1
161 1 0.0023549103 0.9993507694 -0.6855012857 1
162 1 0.0023265068 0.9993320760 -0.6894439074 1
163 1 0.0023137713 0.9993191037 -0.6952466324 1
164 1 0.0023252240 0.9993158636 -0.7038711975 1
165 1 0.0023647645 0.9993238102 -0.7154197265 1
166 1 0.0024438211 0.9993460497 -0.7305625571 1
167 1 0.0025612030 0.9993791529 -0.7480904827 1
168 1 0.0027240868 0.9994300526 -0.7675560872 1
169 1 0.0029142809 0.9994722983 -0.7863860408 1
170 1 0.0031317897 0.9995288126 -0.8042526069 1
171 1 0.0033451467 0.9995765756 -0.8192584123 1
172 1 0.0035594028 0.9996058587 -0.8322657391 1
173 1 0.0037439790 0.9996398526 -0.8423695374 1
174 1 0.0039149835 0.9996579215 -0.8508688471 1
175 1 0.0040475791 0.9996814184 -0.8572060905 1
176 1 0.0041644895 0.9996918164 -0.8625436538 1
177 1 0.0042452805 0.9996987063 -0.8663965508 1
178 1 0.0043138505 0.9997044161 -0.8696887489 1
179 1 0.0043526410 0.9997076972 -0.8719663161 1
180 1 0.0043838379 0.9997103922 -0.8739548994 1
181 1 0.0043919269 0.9997113538 -0.8752350293 1
182 1 0.0043963632 0.9997120767 -0.8763874113 1
183 1 0.0043833741 0.9997115201 -0.8770316379 1
184 1 0.0043695463 0.9997109243 -0.8776421949 1
185 1 0.0043427157 0.9997093527 -0.8778784052 1
186 1 0.0043168636 0.9997078554 -0.8781350545 1
187 1 0.0042813130 0.9997055916 -0.8781089512 1
188 1 0.0042478114 0.9997034641 -0.8781335088 1
189 1 0.0042070374 0.9997007186 -0.8779395683 1
190 1 0.0041688704 0.9996981406 -0.8778120556 1
191 1 0.0041252036 0.9996950526 -0.8775121647 1
192 1 0.0040843697 0.9996921442 -0.8772856746 1
193 1 0.0040393350 0.9996888061 -0.8769206080 1
194 1 0.0039971535 0.9996856485 -0.8766306392 1
195 1 0.0039517300 0.9996821221 -0.8762272775 1
196 1 0.0039090605 0.9996787700 -0.8758973792 1
197 1 0.0038638638 0.9996750961 -0.8754733572 1
198 1 0.0038212566 0.9996715863 -0.8751193866 1
199 1 0.0037766618 0.9996677916 -0.8746861493 1
200 1 0.0037344623 0.9996641485 -0.8743185621 1
201 1 0.0036906876 0.9996602498 -0.8738833815 1
202 1 0.0036491053 0.9996564891 -0.8735090014 1
203 1 0.0036062678 0.9996524963 -0.8730763505 1
204 1 0.0035654239 0.9996486276 -0.8726995521 1
205 1 0.0035235763 0.9996445462 -0.8722720259 1
206 1 0.0034835352 0.9996405749 -0.8718955172 1
207 1 0.0034426907 0.9996364067 -0.8714744890 1
